Fe,Cr,Mo,T,NP_BCC_A2,NP_CHI_A12,NP_FCC_A1,NP_LAVES_PHASE,NP_LIQUID,NP_MU_PHASE,NP_MU_PHASE_I,NP_R_PHASE,NP_SIGMA,GM,HM,SM,CPM,converged,in_stainless_box
0.5773844938094836,0.3899369113514123,0.03267859483910406,757.7348935527657,0.3453670351592042,0.0,0.0,0.017295541232910085,0.0,0.0,0.0,0.0,0.6373374235792847,-27296.013651898582,0.0,0.0,0.0,True,0
0.5301961277557112,0.07845786002652612,0.3913460122177627,1962.0824448142762,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,-127847.30521082613,0.0,0.0,0.0,True,0
0.1958288018047356,0.07057047745156939,0.733600720743695,1988.383146049827,0.9999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122349.33030065677,0.0,0.0,0.0,True,0
0.21185363696429915,0.15669881239153266,0.6314475506441681,1298.428232203456,0.5265185544401544,0.0,0.0,0.0,0.0,0.47348144556213656,0.0,0.0,0.0,-65513.57690294958,0.0,0.0,0.0,True,0
0.7537774537225957,0.20480964112533795,0.041412905152066325,879.8882702251466,0.8030658255274402,0.0,0.0,0.08737844877125416,0.0,0.0,0.0,0.0,0.10955572569900411,-35633.205813632616,0.0,0.0,0.0,True,1
0.557170530573055,0.41789635116628937,0.0249331182606556,778.9638438709761,0.2772002340524936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7227997659471844,-28433.89146463498,0.0,0.0,0.0,True,0
0.7093403854809555,0.25670736962253327,0.033952244896511316,874.736717565699,0.6730655575781079,0.0,0.0,0.04503593993420513,0.0,0.0,0.0,0.0,0.2818985025006528,-35100.71191958054,0.0,0.0,0.0,True,1
0.28028329761720205,0.30923050208513947,0.4104862002976585,1096.1992275017283,0.15364891301472922,0.0,0.0,0.0,0.0,0.3182048059876093,0.0,0.0,0.5281462810819901,-51092.957568302416,0.0,0.0,0.0,True,0
0.44545454545454555,0.5445454545454544,0.01,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64903.31346701168,0.0,0.0,0.0,True,0
0.6803874997187491,0.017143008352892945,0.302469491928358,1837.8550147606413,0.0,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,0.0,0.0,-115139.5390832617,0.0,0.0,0.0,True,0
0.06268643277905273,0.5742977327881599,0.3630158344327874,1635.449422995434,1.0000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89072.73046343401,0.0,0.0,0.0,True,0
0.28115480286526917,0.6195608630442625,0.0992843340904683,1124.5037599899917,0.4405475842353252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5594524157472001,-51173.915808737904,0.0,0.0,0.0,True,0
0.9365251328930577,0.03923284587273413,0.024242021234208155,1288.5455483517087,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65249.60524718082,0.0,0.0,0.0,True,1
0.5512695170985091,0.3640318096764871,0.08469867322500382,753.8369877122033,0.22924508822448048,0.0,0.0,0.18138919648466623,0.0,0.0,0.0,0.0,0.5893657153129443,-27608.849262985503,0.0,0.0,0.0,True,0
0.6312366276040275,0.2350823814782785,0.13368099091769398,884.0423497458219,0.3361873567425432,0.0,0.0,0.3506671674419623,0.0,0.0,0.0,0.0,0.313145475753228,-36650.65505214574,0.0,0.0,0.0,True,1
0.42049366506053243,0.38155725670937435,0.1979490782300932,1172.3847070319894,0.0,0.0,0.0,0.0,0.0,0.09626766886982799,0.0,0.0,0.9037323311819888,-57452.284051567556,0.0,0.0,0.0,True,0
0.035881506499576776,0.20735435182320042,0.7567641416772228,1152.755338981344,0.9538869962152903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046113003785552026,-52561.79003993638,0.0,0.0,0.0,True,0
0.6626987375592533,0.25894207672425607,0.07835918571649061,1152.8852831549736,0.4387512986710692,0.4419245214096806,0.0,0.0,0.0,0.0,0.0,0.0,0.11932418004084762,-55772.53714564797,0.0,0.0,0.0,True,1
0.6207554169067238,0.18449255043765406,0.19475203265562224,1523.0939367881222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,-87569.09485089986,0.0,0.0,0.0,True,1
0.6648022703032695,0.10339561150092755,0.2318021181958029,1555.3273848920664,0.46819487148574557,0.0,0.0,0.0,0.0,0.0,0.0,0.5318051285126755,0.0,-90143.68023200797,0.0,0.0,0.0,True,1
0.36354644392540425,0.1327773105091686,0.5036762455654271,938.1887643183228,0.14511586284398562,0.0,0.0,0.0,0.0,0.8548841371553134,0.0,0.0,0.0,-41378.71790455959,0.0,0.0,0.0,True,0
0.2688503869553739,0.34824730037417934,0.38290231267044683,1653.348302872356,0.20970133273199526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7902986672784603,-96557.8639965479,0.0,0.0,0.0,True,0
0.40011516721770435,0.4497654486989285,0.1501193840833672,1324.2887924795468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-69046.90689564355,0.0,0.0,0.0,True,0
0.14132991755122667,0.8345293292832805,0.024140753165492836,1407.2457561808544,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68454.89108407717,0.0,0.0,0.0,True,0
0.48325444321643296,0.40629070241301457,0.1104548543705525,709.717837659469,0.672936486722,0.0,0.0,0.3270635132837303,0.0,0.0,0.0,0.0,0.0,-25187.490719140602,0.0,0.0,0.0,True,0
0.5390081668445309,0.33791372166878886,0.12307811148668027,974.8449930549061,0.0,0.7078602435909335,0.0,0.0,0.0,0.0,0.0,0.0,0.2921397564117626,-42592.83085929599,0.0,0.0,0.0,True,0
0.9146963859507387,0.0723606397574508,0.012942974291810547,879.6942698697335,0.9880419732003402,0.0,0.0,0.0119580267995524,0.0,0.0,0.0,0.0,0.0,-35467.20423294496,0.0,0.0,0.0,True,1
0.6235263183799178,0.2704675590502371,0.1060061225698451,956.2036903426149,0.022699429032044673,0.9773005709857847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41307.94289444369,0.0,0.0,0.0,True,1
0.6470566828680464,0.34659725732430907,0.0063460598076445236,1049.5477162126624,0.7112042834671028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2887957165934107,-46803.8111825807,0.0,0.0,0.0,True,0
0.8229249503973242,0.07437404331557806,0.10270100628709782,1763.5467940832443,0.0,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,0.0,0.0,-108961.10808198893,0.0,0.0,0.0,True,1
0.6825414778516884,0.23774263765130513,0.07971588449700655,1247.0682176447822,0.6347264403251102,0.36527359007050914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63355.63454703255,0.0,0.0,0.0,True,1
0.955035909388904,0.00940479696963095,0.035559293641465074,884.0891555394788,0.9197656127612392,0.0,0.0,0.08023438723881057,0.0,0.0,0.0,0.0,0.0,-35511.78082958478,0.0,0.0,0.0,True,1
0.514834765592846,0.2906403762225973,0.19452485818455673,998.2838819139456,0.0,0.19274984797074937,0.0,0.36383241177744174,0.0,0.0,0.0,0.0,0.44341774054086236,-44822.03627875843,0.0,0.0,0.0,True,0
0.6380947652474458,0.20772326801895052,0.15418196673360376,1535.644893633656,0.30210804078036696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6978919592477733,-88613.18738486725,0.0,0.0,0.0,True,1
0.6070420319684949,0.36634780377778,0.02661016425372514,766.0929958932328,0.4187946784698141,0.0,0.0,0.0047632818973782675,0.0,0.0,0.0,0.0,0.5764420395729771,-27829.5007332194,0.0,0.0,0.0,True,0
0.49480008020856436,0.40573796675074114,0.0994619530406945,1644.7679931105104,0.47430431078172003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5256956852501931,-97115.48574503811,0.0,0.0,0.0,True,0
0.6682977033498654,0.21156220498029435,0.12014009166984026,1059.2855041672626,0.127713864289135,0.858745542001543,0.0,0.013540593540170537,0.0,0.0,0.0,0.0,0.0,-49005.79354771671,0.0,0.0,0.0,True,1
0.5465623608824969,0.27092304965774205,0.18251458945976107,1155.954137266262,0.0,0.7689602285855631,0.0,0.0,0.0,0.10604592936824711,0.0,0.0,0.12499384209405404,-56658.79155127337,0.0,0.0,0.0,True,0
0.6333376255941444,0.3298586269984237,0.03680374740743185,744.4810415601884,0.4743110491673199,0.0,0.0,0.048890725468502275,0.0,0.0,0.0,0.0,0.47679822538979494,-26741.78332013001,0.0,0.0,0.0,True,0
