Fe,Mn,Ni,T,NP_ALPHA_MN,NP_BCC_A2,NP_BETA_MN,NP_FCC_A1,NP_LIQUID,NP_MNNI,NP_MNNI2,GM,HM,SM,CPM,converged,in_stainless_box
0.44156405834993906,0.13540477241805096,0.42303116923201,1651.1425172742115,0.0,0.0,0.0,0.0,1.0000000000000013,0.0,0.0,-112548.10940056067,0.0,0.0,0.0,True,0
0.3589306094587161,0.37332029240020054,0.26774909814108333,1018.3111713518307,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,-59517.75117118871,0.0,0.0,0.0,True,0
0.6201313767897714,0.3438877953342094,0.03598082787601922,1480.3552658084063,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,-92268.36827828169,0.0,0.0,0.0,True,0
0.6283719935594009,0.05544114064944039,0.31618686579115873,1485.8161122688832,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,-92289.60578412007,0.0,0.0,0.0,True,0
0.6725055420300345,0.13734262928233118,0.19015182868763422,933.7032201333853,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-47187.87315156116,0.0,0.0,0.0,True,1
0.8037329260459501,0.04644153453142942,0.14982553942262045,1923.6142663686787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-130949.39772718414,0.0,0.0,0.0,True,1
0.5773844938094836,0.3899369113514123,0.03267859483910406,757.7348935527657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-34195.967602883036,0.0,0.0,0.0,True,0
0.5301961277557112,0.07845786002652612,0.3913460122177627,1962.0824448142762,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,-142321.07683362853,0.0,0.0,0.0,True,0
0.1958288018047356,0.07057047745156939,0.733600720743695,1988.383146049827,0.0,0.0,0.0,0.0,0.9999999999999991,0.0,0.0,-143073.7452067903,0.0,0.0,0.0,True,0
0.21185363696429915,0.15669881239153266,0.6314475506441681,1298.428232203456,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-81356.62689887294,0.0,0.0,0.0,True,0
0.7537774537225957,0.20480964112533795,0.041412905152066325,879.8882702251466,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,0.0,-40764.12356473889,0.0,0.0,0.0,True,1
0.557170530573055,0.41789635116628937,0.0249331182606556,778.9638438709761,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-35605.118804199934,0.0,0.0,0.0,True,0
0.7093403854809555,0.25670736962253327,0.033952244896511316,874.736717565699,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,-40975.63671976601,0.0,0.0,0.0,True,1
0.28028329761720205,0.30923050208513947,0.4104862002976585,1096.1992275017283,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,-67090.55491555246,0.0,0.0,0.0,True,0
0.44545454545454555,0.5445454545454544,0.01,1300.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,-76640.89555682169,0.0,0.0,0.0,True,0
0.6803874997187491,0.017143008352892945,0.302469491928358,1837.8550147606413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-123402.42334936702,0.0,0.0,0.0,True,0
0.06268643277905273,0.5742977327881599,0.3630158344327874,1635.449422995434,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,-119608.44864634222,0.0,0.0,0.0,True,0
0.28115480286526917,0.6195608630442625,0.0992843340904683,1124.5037599899917,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,-65445.82306818731,0.0,0.0,0.0,True,0
0.9365251328930577,0.03923284587273413,0.024242021234208155,1288.5455483517087,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,-67003.94103838784,0.0,0.0,0.0,True,1
0.5512695170985091,0.3640318096764871,0.08469867322500382,753.8369877122033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-35252.9597800877,0.0,0.0,0.0,True,0
0.6312366276040275,0.2350823814782785,0.13368099091769398,884.0423497458219,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,-44206.12960976189,0.0,0.0,0.0,True,1
0.42049366506053243,0.38155725670937435,0.1979490782300932,1172.3847070319894,0.0,0.0,0.0,1.0000000000000009,0.0,0.0,0.0,-70974.79290005255,0.0,0.0,0.0,True,0
0.035881506499576776,0.20735435182320042,0.7567641416772228,1152.755338981344,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,-68428.15465761867,0.0,0.0,0.0,True,0
