Fe,Cr,V,T,NP_BCC_A2,NP_FCC_A1,NP_LIQUID,NP_SIGMA,GM,HM,SM,CPM,converged
0.28115480286526917,0.6195608630442625,0.0992843340904683,1124.5037599899917,1.0,0.0,0.0,0.0,-54498.49392659135,0.0,0.0,0.0,True
0.9365251328930577,0.03923284587273413,0.024242021234208155,1288.5455483517087,0.9999999999999999,0.0,0.0,0.0,-66135.71819319505,0.0,0.0,0.0,True
0.5512695170985091,0.3640318096764871,0.08469867322500382,753.8369877122033,0.17059645592540607,0.0,0.0,0.829403544065481,-30085.369627157626,0.0,0.0,0.0,True
0.6312366276040275,0.2350823814782785,0.13368099091769398,884.0423497458219,0.23674738465189715,0.0,0.0,0.7632526153262823,-40616.4000836208,0.0,0.0,0.0,True
0.42049366506053243,0.38155725670937435,0.1979490782300932,1172.3847070319894,0.5743843075663402,0.0,0.0,0.4256156924271395,-62925.745587213496,0.0,0.0,0.0,True
0.035881506499576776,0.20735435182320042,0.7567641416772228,1152.755338981344,1.0,0.0,0.0,0.0,-61052.95792015012,0.0,0.0,0.0,True
0.6626987375592533,0.25894207672425607,0.07835918571649061,1152.8852831549736,0.635432140871539,0.0,0.0,0.3645678591292271,-58452.08432833983,0.0,0.0,0.0,True
0.6207554169067238,0.18449255043765406,0.19475203265562224,1523.0939367881222,1.0000000000000002,0.0,0.0,0.0,-93636.75784369148,0.0,0.0,0.0,True
0.6648022703032695,0.10339561150092755,0.2318021181958029,1555.3273848920664,0.9999999999999994,0.0,0.0,0.0,-97282.3666064063,0.0,0.0,0.0,True
0.36354644392540425,0.1327773105091686,0.5036762455654271,938.1887643183228,0.03367065864948676,0.0,0.0,0.9663293413990548,-50918.51912580044,0.0,0.0,0.0,True
0.2688503869553739,0.34824730037417934,0.38290231267044683,1653.348302872356,1.0,0.0,0.0,0.0,-106533.8448277509,0.0,0.0,0.0,True
0.40011516721770435,0.4497654486989285,0.1501193840833672,1324.2887924795468,1.0000000000000007,0.0,0.0,0.0,-73440.70368257299,0.0,0.0,0.0,True
0.14132991755122667,0.8345293292832805,0.024140753165492836,1407.2457561808544,1.0,0.0,0.0,0.0,-69425.19400520207,0.0,0.0,0.0,True
0.48325444321643296,0.40629070241301457,0.1104548543705525,709.717837659469,0.9999999999998231,0.0,0.0,0.0,-28112.60208247961,0.0,0.0,0.0,True
0.5390081668445309,0.33791372166878886,0.12307811148668027,974.8449930549061,0.0,0.0,0.0,0.9999999999999996,-46469.35603643988,0.0,0.0,0.0,True
0.9146963859507387,0.0723606397574508,0.012942974291810547,879.6942698697335,0.9999999999999999,0.0,0.0,0.0,-36031.97359591297,0.0,0.0,0.0,True
0.6235263183799178,0.2704675590502371,0.1060061225698451,956.2036903426149,0.16352724284866685,0.0,0.0,0.8364727571510592,-44696.38742762637,0.0,0.0,0.0,True
0.6470566828680464,0.34659725732430907,0.0063460598076445236,1049.5477162126624,0.8206701605997462,0.0,0.0,0.17932983933408517,-47039.02607334567,0.0,0.0,0.0,True
0.8229249503973242,0.07437404331557806,0.10270100628709782,1763.5467940832443,0.9999999999999994,0.0,0.0,0.0,-112168.02917390018,0.0,0.0,0.0,True
0.6825414778516884,0.23774263765130513,0.07971588449700655,1247.0682176447822,1.0000000000000004,0.0,0.0,0.0,-66125.74518946274,0.0,0.0,0.0,True
0.955035909388904,0.00940479696963095,0.035559293641465074,884.0891555394788,1.0,0.0,0.0,0.0,-36944.46363308317,0.0,0.0,0.0,True
0.514834765592846,0.2906403762225973,0.19452485818455673,998.2838819139456,0.0,0.0,0.0,0.9999999999999999,-50427.35204224682,0.0,0.0,0.0,True
0.6380947652474458,0.20772326801895052,0.15418196673360376,1535.644893633656,0.9999999999999999,0.0,0.0,0.0,-93600.13157857419,0.0,0.0,0.0,True
0.6070420319684949,0.36634780377778,0.02661016425372514,766.0929958932328,0.9999999999999507,0.0,0.0,0.0,-28747.51947502965,0.0,0.0,0.0,True
0.49480008020856436,0.40573796675074114,0.0994619530406945,1644.7679931105104,1.0000000000000004,0.0,0.0,0.0,-100449.92559548371,0.0,0.0,0.0,True
0.6682977033498654,0.21156220498029435,0.12014009166984026,1059.2855041672626,0.37485481729544656,0.0,0.0,0.6251451827120318,-52821.856165608784,0.0,0.0,0.0,True
0.5465623608824969,0.27092304965774205,0.18251458945976107,1155.954137266262,0.0,0.0,0.0,1.0,-62177.95441505468,0.0,0.0,0.0,True
