Fe,Cr,Ni,T,NP_BCC_A2,NP_FCC_A1,NP_LIQUID,NP_SIGMA,GM,HM,SM,CPM,converged
0.8229249503973242,0.07437404331557806,0.10270100628709782,1763.5467940832443,0.0,0.0,1.0000000000000002,0.0,-111447.82919442529,0.0,0.0,0.0,True
0.6825414778516884,0.23774263765130513,0.07971588449700655,1247.0682176447822,0.08878343268343619,0.9112165673166424,0.0,0.0,-65152.97491092913,0.0,0.0,0.0,True
0.955035909388904,0.00940479696963095,0.035559293641465074,884.0891555394788,0.9999999999999999,0.0,0.0,0.0,-36090.00179005632,0.0,0.0,0.0,True
0.514834765592846,0.2906403762225973,0.19452485818455673,998.2838819139456,0.0,0.732191790705478,0.0,0.26780820929656546,-47583.73604380705,0.0,0.0,0.0,True
0.6380947652474458,0.20772326801895052,0.15418196673360376,1535.644893633656,0.0,0.9999999999999992,0.0,0.0,-92238.93387458782,0.0,0.0,0.0,True
0.6070420319684949,0.36634780377778,0.02661016425372514,766.0929958932328,0.39206161489310526,0.0,0.0,0.6079383851081664,-28197.074321150183,0.0,0.0,0.0,True
0.49480008020856436,0.40573796675074114,0.0994619530406945,1644.7679931105104,0.9999999999999998,0.0,0.0,0.0,-99175.48912164099,0.0,0.0,0.0,True
0.6682977033498654,0.21156220498029435,0.12014009166984026,1059.2855041672626,0.0,0.9999999999999996,0.0,0.0,-51349.02745696887,0.0,0.0,0.0,True
0.5465623608824969,0.27092304965774205,0.18251458945976107,1155.954137266262,0.0,0.9411725160820095,0.0,0.058827483924400195,-59801.547342934464,0.0,0.0,0.0,True
0.6333376255941444,0.3298586269984237,0.03680374740743185,744.4810415601884,0.48600284167321345,0.0,0.0,0.5139971583190216,-27208.888003056687,0.0,0.0,0.0,True
0.4048318039252963,0.3646382792621131,0.2305299168125906,798.3596940779549,0.2619099043113967,0.7380900956336269,0.0,0.0,-33374.02071730435,0.0,0.0,0.0,True
0.879380846894243,0.04586938222859128,0.07474977087716572,872.3102085571916,0.6220678807849941,0.37793211921517467,0.0,0.0,-36522.672906316555,0.0,0.0,0.0,True
0.5477291942580435,0.09051436770187062,0.36175643804008595,1547.9511719012291,0.0,1.0000000000000007,0.0,0.0,-96667.79053604593,0.0,0.0,0.0,True
0.4454545454545455,0.16272727272727272,0.3918181818181818,1500.0,0.0,0.9999999999999996,0.0,0.0,-92535.80844808195,0.0,0.0,0.0,True
0.32166993303396385,0.357316351423191,0.3210137155428452,853.0003291985174,0.21515648546062663,0.7848435145376097,0.0,0.0,-37962.50306480944,0.0,0.0,0.0,True
0.49503774146630314,0.17990779250048378,0.32505446603321314,1886.4488748050558,0.0,0.0,1.0,0.0,-129543.64916917065,0.0,0.0,0.0,True
0.11595988939106039,0.21996813166919557,0.664071978939744,1842.9936138576356,0.0,0.0,1.0000000000000007,0.0,-122255.59278311169,0.0,0.0,0.0,True
0.3024983029435813,0.41450305669330123,0.28299864036311745,1991.8943396959203,0.0,0.0,0.9999999999999998,0.0,-136720.70162905808,0.0,0.0,0.0,True
0.9564794991695373,0.02621924806713302,0.017301252763329614,1177.0603423382759,0.0,1.0,0.0,0.0,-56604.28806312976,0.0,0.0,0.0,True
0.34945015685799174,0.42296082110015587,0.2275890220418524,1162.835084492347,0.1937768113361135,0.6844536596332654,0.0,0.12176952900741625,-59079.55689159072,0.0,0.0,0.0,True
0.7391942193048404,0.2376764551380559,0.02312932555710363,784.8379678103923,0.7914191476215182,0.0,0.0,0.20858085238851792,-29733.665217852606,0.0,0.0,0.0,True
0.28582385165137786,0.67976871337302,0.03440743497560211,1419.890722544794,0.9999999999999999,0.0,0.0,0.0,-73407.15924816295,0.0,0.0,0.0,True
0.4530884538790947,0.1983747315103011,0.34853681461060426,1546.0137862463853,0.0,0.9999999999999993,0.0,0.0,-96158.38419278595,0.0,0.0,0.0,True
0.7000183231302697,0.22546634868269866,0.0745153281870317,929.0860542832833,0.0,0.8064502285517196,0.0,0.1935497714446663,-40500.84664461979,0.0,0.0,0.0,True
0.8474595502592754,0.0541998783073059,0.09834057143341869,1056.9413164991936,0.0,1.0,0.0,0.0,-50462.01444297227,0.0,0.0,0.0,True
0.2708715471004088,0.6262562829196032,0.10287216997998799,797.0278318636418,0.5598273212857705,0.2935303458605019,0.0,0.1466423329307595,-30116.850507646766,0.0,0.0,0.0,True
0.471493267045467,0.44829657553590113,0.08021015741863181,1734.9292967543201,0.9999999999999992,0.0,0.0,0.0,-106560.5109616192,0.0,0.0,0.0,True
0.5098554111136937,0.28488728307233063,0.20525730581397575,905.6156303604959,0.0,0.6972742774806153,0.0,0.30272572252184954,-40989.57848824016,0.0,0.0,0.0,True
